id,年,月,17業種コード,33業種コード,規模コード,売上高,収益,経常利益,営業利益,当期純利益,税引前利益,包括利益,純資産額,総資産額,現金及び現金同等物の期末残高,従業員数,最低株価,最高株価,株主総利回り,株主資本比率,株価収益率,発行済株式総数,自己資本利益率,自己資本比率,財務活動によるキャッシュ・フロー,営業活動によるキャッシュ・フロー,投資活動によるキャッシュ・フロー,基本的1株当たり当期利益,基本的1株当たり親会社の所有者に帰属する当期利益,希薄化後１株当たり当期利益,希薄化後１株当たり当社株主に帰属する当期純利益,１株当たり当期純利益,１株当たり当社株主に帰属する当期純利益,１株当たり株主資本,１株当たり潜在株式調整後当期純利益金額,１株当たり純資産額,１株当たり親会社所有者帰属持分,１株当たり配当額親会社の所有者に帰属する当期利益,親会社の所有者に帰属する当期包括利益,親会社の所有者に帰属する持分,親会社所有者帰属持分当期利益率,親会社所有者帰属持分比率,親会社株主に帰属する当期純利益,資本金,配当性向
117,2017,3,13,6050,2,842698.0,3996974.0,,,,,169715.0,,7761794.0,776464.0,70900.0,,,10.94,,,,,,-254448.0,345788.0,-180673.0,136.91,,136.81,,,,,,,1895.81,,169715.0,2366485.0,7.4,30.5,170889.0,,
117,2018,3,13,6050,2,956473.0,4827323.0,,,,,256329.0,,7770632.0,667152.0,73016.0,,,7.25,,,,,,-229610.0,295264.0,-155766.0,247.13,,246.91,,,,,,,2048.93,,256329.0,2558160.0,12.5,32.9,308521.0,,
117,2019,3,13,6050,2,923193.0,5339238.0,,,,,305075.0,,7916523.0,660359.0,65662.0,,,5.96,,,,,,-233196.0,268883.0,-51317.0,256.68,,256.41,,,,,,,2219.11,,305075.0,2771483.0,12.0,35.0,320523.0,,
118,2016,3,3,3400,4,234192.0,,24560.0,,,,9318.0,,325710.0,31378.0,2915.0,,,11.2,,,,9.2,53.9,-15705.0,32618.0,-15691.0,,,,,394.3,,,,4326.66,,,,,,,,,
118,2017,3,3,3400,4,234062.0,,22627.0,,,,22309.0,,336790.0,26672.0,2973.0,,,11.6,,,,8.8,57.7,-16123.0,29231.0,-17700.0,,,,,399.34,,,,4784.78,,,,,,,,,
118,2018,3,3,3400,4,244826.0,,20153.0,,,,12594.0,,339958.0,22072.0,2987.0,,,13.1,,,,7.4,59.5,-6626.0,26470.0,-24753.0,,,,,361.2,,,,4988.14,,,,,,,,,
118,2019,3,3,3400,4,251061.0,,15799.0,,,,5049.0,,324755.0,15270.0,2974.0,,,21.9,,,,4.0,59.2,-15755.0,29252.0,-20032.0,,,,,199.15,,,,4985.49,,,,,,,,,
119,2015,3,8,3600,4,667099.0,,45113.0,,,,39922.0,365101.0,786027.0,90324.0,18061.0,,,19.82,,,,7.1,45.8,-36889.0,62170.0,-14112.0,,,,,39.71,,,,,,,,,,,,,
119,2016,3,8,3600,4,700838.0,,49131.0,,,,20410.0,382817.0,782859.0,68625.0,18491.0,,,8.6,,,,9.0,48.1,-23789.0,18315.0,-15350.0,,,,,54.06,,,,,,,,,,,,,
119,2017,3,8,3600,4,674328.0,,48274.0,,,,32003.0,409171.0,796484.0,61017.0,19321.0,,,14.15,,,,8.7,50.0,-17809.0,38158.0,-25852.0,,,,,274.24,,,,,,,,,,,,,
119,2018,3,8,3600,4,791025.0,,67466.0,,,,46657.0,444964.0,894835.0,85503.0,21017.0,,,14.27,,,,8.4,48.2,-10146.0,71111.0,-37810.0,,,,,282.83,,,,,,,,,,,,,
119,2019,3,8,3600,4,903051.0,,72623.0,,,,35850.0,465001.0,954051.0,69776.0,22543.0,,,9.62,,,,10.3,47.5,-13314.0,55173.0,-54973.0,,,,,372.56,,,,,,,,,,,,,
120,2017,4,7,3500,2,,,,,,,,,1714979.0,172907.0,7384.0,,,,,,,,,,,,,,,,,,,,,3471.74,,,957502.0,,55.8,,,
120,2018,3,7,3500,2,929746.0,,,,,108286.0,88893.0,,1732333.0,137330.0,7074.0,,,13.69,,,,,,-89797.0,78552.0,-22787.0,327.26,,295.31,,,,,,,3746.03,,88893.0,1029385.0,9.08,59.4,,,
120,2019,3,7,3500,2,912208.0,,,,,89371.0,50351.0,,1797701.0,81261.0,6776.0,,,13.45,,,,,,-29047.0,114744.0,-142354.0,243.06,,243.06,,,,,,,3812.26,,50351.0,1047561.0,6.43,58.3,,,
121,2015,3,7,3500,2,2822811.0,,160597.0,,,,286376.0,1646913.0,2925785.0,177107.0,240798.0,,,10.4,,,,9.1,48.9,-64037.0,153509.0,-86888.0,,,,,151.0,,,,,,,,,,,,,
121,2016,3,7,3500,2,2933089.0,,165658.0,,,,-40951.0,1561289.0,2742848.0,174055.0,240865.0,,,11.9,,,,6.5,49.6,-115912.0,240779.0,-117387.0,,,,,114.73,,,,,,,,,,,,,
121,2017,3,7,3500,2,2814483.0,,173872.0,,,,120152.0,1628615.0,2907292.0,180002.0,248330.0,,,13.4,,,,7.7,48.7,-4763.0,209233.0,-194829.0,,,,,137.61,,,137.24,,,,,,,,,,
121,2018,3,7,3500,2,3082247.0,,195010.0,,,,180803.0,1764086.0,2999903.0,180108.0,255133.0,,,10.5,,,,8.1,51.3,-66795.0,239573.0,-174265.0,,,,,154.29,,,152.88,,,,,,,,,,
121,2019,3,7,3500,2,3177985.0,,188649.0,,,,85433.0,1776313.0,3053263.0,168873.0,272796.0,,,9.7,,,,7.6,50.8,-4324.0,177656.0,-184601.0,,,,,151.38,,,,,,,,,,,,,
122,2015,3,4,3200,1,1255543.0,,198025.0,,,,232316.0,2012711.0,2452306.0,423846.0,18276.0,,,26.0,,,,6.9,79.9,-43545.0,243459.0,-167142.0,,,,,,,,,,,,,,,,,,
122,2016,3,4,3200,1,1279807.0,,220005.0,,,,111885.0,2080465.0,2510085.0,487604.0,18407.0,,,16.7,,,,7.5,80.8,-38941.0,281643.0,-166599.0,,,,,,,,,,,,,,,,,,
122,2017,3,4,3200,1,1237405.0,,242133.0,,,,151953.0,2190082.0,2655636.0,733306.0,19206.0,,,23.4,,,,8.5,80.3,-37199.0,290872.0,1281.0,,,,,,,,,,,,,,,,,,
122,2018,3,4,3200,1,1441432.0,,340308.0,,,,275137.0,2413025.0,2903137.0,780449.0,20155.0,,,17.6,,,,11.9,81.0,-50006.0,332776.0,-237602.0,,,,,,,,,,,,,,,,,,
122,2019,3,4,3200,1,1594036.0,,415311.0,,,,279945.0,2532556.0,3038717.0,828345.0,21735.0,,,12.8,,,,12.8,81.1,-164538.0,400687.0,-181553.0,,,,,,,,,,,,,,,,,,
123,2015,3,10,3800,4,1526914.0,,45245.0,,,,184217.0,1082843.0,1994642.0,335911.0,48999.0,,,25.96,,,,2.7,46.8,9876.0,104111.0,-70603.0,,,,,35.67,,,31.96,,,,,,,,,,
123,2016,3,10,3800,4,1474682.0,,51854.0,,,,17782.0,1066851.0,1876574.0,292676.0,46705.0,,,17.15,,,,3.8,49.8,-89282.0,101631.0,-55294.0,,,,,55.04,,,49.34,,,,,,,,,,
123,2017,3,10,3800,4,1431595.0,,49698.0,,,,103229.0,1171958.0,1997909.0,295126.0,50705.0,,,22.36,,,,3.3,51.0,-45104.0,90826.0,-40458.0,,,,,50.75,,,48.01,,,,,,,,,,
123,2018,3,10,3800,4,1452751.0,,54638.0,,,,139608.0,1303674.0,2147932.0,273333.0,51210.0,,,13.3,,,,3.9,52.9,-17117.0,71816.0,-75060.0,,,,,131.32,,,124.26,,,,,,,,,,
123,2019,3,10,3800,4,1464755.0,,49130.0,,,,43903.0,1328888.0,2193987.0,272990.0,51712.0,,,13.1,,,,3.6,53.2,-1263.0,76759.0,-73868.0,,,,,127.58,,,120.7,,,,,,,,,,
124,2015,3,2,3300,4,4629732.0,,-107618.0,,,,-102865.0,630384.0,2731001.0,111195.0,8829.0,,,,,,,,21.5,-98253.0,172904.0,-131146.0,,,,,-862.5,,,,,,,,,,,,,
124,2016,3,2,3300,4,3570202.0,,-21903.0,,,,-86561.0,537660.0,2402118.0,118787.0,9203.0,,,,,,,,20.8,-105581.0,216368.0,-98052.0,,,,,-225.03,,,,,,,,,,,,,
124,2017,3,2,3300,4,3190347.0,,139968.0,,,,92816.0,619932.0,2641633.0,90093.0,9139.0,,,7.0,,,,16.3,22.1,136143.0,53539.0,-214817.0,,,,,551.19,,,,,,,,,,,,,
124,2018,3,2,3300,4,3730690.0,,226316.0,,,,180035.0,905929.0,2920265.0,86836.0,8955.0,,,4.8,,,,22.3,29.7,-51915.0,136760.0,-89889.0,,,,,845.17,,,,,,,,,,,,,
124,2019,3,2,3300,4,4425144.0,,169121.0,,,,52069.0,878931.0,2890307.0,90690.0,9476.0,,,9.2,,,,9.5,29.1,-20152.0,151015.0,-122284.0,,,,,401.63,,,,,,,,,,,,,
125,2016,12,5,3250,4,347956.0,,,,,42877.0,12824.0,,683801.0,13076.0,7465.0,,,29.0,,,,,,-13871.0,66881.0,-49824.0,55.65,,55.59,,,,,,,1054.48,,12824.0,577036.0,5.3,84.4,,,
125,2017,12,5,3250,4,353380.0,,,,,55849.0,52476.0,,708295.0,14685.0,7532.0,,,27.8,,,,,,-18287.0,64902.0,-45265.0,78.38,,78.3,,,,,,,1125.56,,52476.0,616028.0,7.2,87.0,,,
125,2018,12,5,3250,4,271510.0,,,,,66841.0,49520.0,,741982.0,15867.0,7242.0,,,20.9,,,,,,-16501.0,56181.0,-39929.0,99.4,,99.3,,,,,,,1186.65,,49520.0,649621.0,8.6,87.6,,,
125,2019,12,5,3250,4,305820.0,,,,,44492.0,73162.0,,784453.0,20762.0,5267.0,,,20.7,,,,,,-47371.0,53655.0,-933.0,124.57,,124.46,,,,,,,1263.16,,73162.0,678250.0,10.1,86.5,,,
126,2015,3,13,6050,4,,1809701.0,,,,52584.0,107347.0,,2297358.0,403748.0,15936.0,,,7.6,,,,,,-42600.0,39109.0,-13792.0,,26.44,,26.44,,,,,,440.43,,107347.0,550983.0,6.5,24.0,33075.0,,
126,2016,3,13,6050,4,,1658072.0,,,,44269.0,-25379.0,,2056670.0,344414.0,14330.0,,,7.9,,,,,,-114695.0,99939.0,-33910.0,,29.2,,29.2,,,,,,415.95,,-25379.0,520353.0,6.8,25.3,36526.0,,
126,2017,3,13,6050,4,,1555349.0,,,,57955.0,40289.0,,2138466.0,308632.0,14241.0,,,8.6,,,,,,-4029.0,857.0,-32179.0,,32.58,,32.58,,,,,,440.06,,40289.0,550513.0,7.6,25.7,40760.0,,
126,2018,3,13,6050,4,,1816459.0,,,,80343.0,47430.0,,2350351.0,305241.0,17917.0,,,7.5,,,,,,-13052.0,98812.0,-86407.0,,45.44,,45.43,,,,,,468.81,,47430.0,586464.0,10.0,25.0,56842.0,,
126,2019,3,13,6050,4,,1856190.0,,,,94882.0,50938.0,,2297059.0,285687.0,18634.0,,,6.9,,,,,,-74907.0,96476.0,-42200.0,,56.34,,56.34,,,,,,494.94,,50938.0,618295.0,11.7,26.9,70419.0,,
127,2015,3,7,3500,4,867817.0,,18598.0,,,,21457.0,214743.0,734125.0,29488.0,46134.0,,,19.48,,,,4.0,26.0,-15537.0,41489.0,-23533.0,,,,,10.42,,,,,,,,,,,,,
127,2016,3,7,3500,4,874879.0,,18710.0,,,,-12670.0,198587.0,705725.0,51659.0,49826.0,,,17.15,,,,5.5,24.5,-20942.0,41569.0,1947.0,,,,,141.74,,,,,,,,,,,,,
127,2017,3,7,3500,4,843344.0,,36024.0,,,,41750.0,237051.0,750126.0,46147.0,52254.0,,,16.05,,,,9.25,27.6,-10378.0,40402.0,-36361.0,,,,,249.17,,,,,,,,,,,,,
127,2018,3,7,3500,4,967333.0,,46908.0,,,,37684.0,272071.0,808632.0,49758.0,51925.0,,,14.1,,,,12.88,29.2,-1943.0,38429.0,-34319.0,,,,,405.05,,,,,,,,,,,,,
127,2019,3,7,3500,4,991590.0,,39078.0,,,,19137.0,279911.0,818021.0,46838.0,52215.0,,,6.76,,,,12.02,30.3,-19414.0,46460.0,-31042.0,,,,,412.98,,,,,,,,,,,,,
128,2016,3,1,3050,2,1149427.0,,,,,98778.0,5886.0,,1273893.0,204487.0,33295.0,,,20.9,,,,,,-2820.0,129311.0,-58745.0,121.23,,,,,,,,,1048.96,,,,11.3,47.8,,680727.0,
128,2017,3,1,3050,2,1091195.0,,,,,86684.0,65584.0,,1350105.0,186003.0,32734.0,,,23.7,,,,,,14738.0,108907.0,-142299.0,92.81,,,,,,,,,1082.9,,,,8.7,45.6,,690673.0,
128,2018,3,1,3050,2,1114784.0,,,,,80819.0,56921.0,,1426230.0,187869.0,34452.0,,,18.0,,,,,,-23951.0,126655.0,-99104.0,105.76,,,,,,,,,1128.44,,,,9.6,44.9,,720613.0,
128,2019,3,1,3050,2,1127483.0,,,,,54202.0,36259.0,,1393869.0,153725.0,34504.0,,,33.0,,,,,,-78923.0,123256.0,-72923.0,53.62,,,,,,,,,1113.93,,,,4.7,43.8,,685960.0,
129,2015,3,2,1050,2,1171226.0,,575155.0,,,,306979.0,3288703.0,4499153.0,260978.0,3178.0,,,24.9,,,,2.7,68.2,-4177.0,216749.0,-81086.0,,,,,53.29,,,,,,,,,,,,,
129,2016,3,2,1050,2,1009564.0,,374771.0,,,,-166368.0,3178803.0,4369841.0,53813.0,3449.0,,,74.3,,,,0.6,67.1,156726.0,183707.0,-543534.0,,,,,11.49,,,,,,,,,,,,,
129,2017,3,2,1050,2,874423.0,,333891.0,,,,43905.0,3207542.0,4312174.0,316790.0,3228.0,,,34.6,,,,1.6,68.3,-65428.0,275810.0,53483.0,,,,,31.61,,,,,,,,,,,,,
129,2018,3,2,1050,2,933701.0,,387269.0,,,,-42266.0,3158868.0,4252386.0,276079.0,3189.0,,,47.6,,,,1.4,68.6,34742.0,278539.0,-351908.0,,,,,27.64,,,,,,,,,,,,,
129,2019,3,2,1050,2,971388.0,,519278.0,,,,116061.0,3257584.0,4793545.0,239652.0,3118.0,,,16.0,,,,3.2,62.7,405184.0,238566.0,-682005.0,,,,,65.81,,,,,,,,,,,,,
130,2015,3,5,3250,2,273991.0,,77880.0,,,,59092.0,478883.0,595067.0,78722.0,6059.0,,,30.19,,,,9.39,79.7,-46211.0,45604.0,-31696.0,,,,,132.67,,,132.04,,,,,,,,,,
130,2016,3,5,3250,2,309973.0,,100869.0,,,,53155.0,513877.0,631599.0,127743.0,5896.0,,,25.86,,,,13.56,80.7,-18525.0,102290.0,-32894.0,,,,,204.83,,,201.7,,,,,,,,,,
130,2017,3,5,3250,2,338890.0,,123031.0,,,,69398.0,526211.0,661499.0,149324.0,5511.0,,,22.12,,,,16.26,79.0,-57411.0,111903.0,-31643.0,,,,,259.88,,,255.87,,,,,,,,,,
130,2018,3,5,3250,2,344667.0,,138692.0,,,,130573.0,604840.0,711463.0,172400.0,5120.0,,,16.02,,,,19.39,84.5,-53893.0,129790.0,-51238.0,,,,,342.71,,,337.43,,,,,,,,,,
130,2019,3,5,3250,2,363721.0,,166575.0,,,,126626.0,672429.0,778741.0,195800.0,5233.0,,,16.15,,,,20.93,85.7,-87011.0,145684.0,-36349.0,,,,,424.31,,,420.67,,,,,,,,,,
131,2015,3,3,2050,2,2810714.0,,202628.0,,,,165935.0,1112817.0,3021007.0,234544.0,34903.0,,,13.34,,,,11.25,36.6,129202.0,139465.0,-235027.0,,,,,177.74,,,,,,,,,,,,,
131,2016,3,3,2050,2,3192900.0,,233592.0,,,,97936.0,1181986.0,3257805.0,188923.0,37191.0,,,20.24,,,,9.1,35.9,-130185.0,278497.0,-202447.0,,,,,156.4,,,155.83,,,,,,,,,,
131,2017,3,3,2050,2,3512909.0,,300529.0,,,,199257.0,1329901.0,3555885.0,213309.0,39770.0,,,10.51,,,,16.28,36.8,80086.0,287691.0,-343643.0,,,,,304.14,,,304.05,,,,,,,,,,
131,2018,3,3,2050,2,3795992.0,,344593.0,,,,229645.0,1513585.0,4035059.0,326130.0,42460.0,,,11.52,,,,16.99,36.5,41804.0,382365.0,-313664.0,,,,,355.87,,,355.86,,,,,,,,,,
131,2019,3,3,2050,2,4143505.0,,359462.0,,,,203528.0,1643717.0,4334037.0,276298.0,44947.0,,,9.85,,,,15.47,36.8,-86979.0,355599.0,-313989.0,,,,,357.29,,,357.09,,,,,,,,,,
132,2015,12,5,3250,2,1427375.0,,,,,150299.0,93633.0,,2575280.0,460619.0,31940.0,,,22.9,,,,,,175020.0,257892.0,-422587.0,188.16,,188.15,,,,,,,3134.56,,93633.0,1698463.0,6.1,66.0,,,
132,2016,12,5,3250,2,1195547.0,,,,,116680.0,65660.0,,2478290.0,369875.0,31787.0,,,29.8,,,,,,-93094.0,142004.0,-135100.0,170.82,,170.7,,,,,,,3156.83,,65660.0,1710531.0,5.4,69.0,,,
132,2017,12,5,3250,2,1239952.0,,,,,103712.0,135272.0,,2480256.0,336613.0,32817.0,,,23.8,,,,,,-94537.0,102832.0,-40072.0,207.6,,206.99,,,,,,,3309.55,,135272.0,1793278.0,6.4,72.3,,,
132,2018,12,5,3250,2,1291981.0,,,,,109497.0,35363.0,,2477363.0,285022.0,32935.0,,,29.5,,,,,,-89198.0,135821.0,-93341.0,152.24,,151.26,,,,,,,3145.71,,35363.0,1704499.0,4.7,68.8,,,
132,2019,12,5,3250,2,1396240.0,,,,,173515.0,115124.0,,2581309.0,334040.0,32992.0,,,20.8,,,,,,-89267.0,192634.0,-52279.0,234.55,,231.13,,,,,,,3257.17,,115124.0,1766271.0,7.3,68.4,,,
133,2015,3,7,3450,6,61225.0,,-91.0,,,,2208.0,109807.0,120105.0,28994.0,498.0,,,,,,,,91.32,-272.0,9646.0,-272.0,,,,,-82.58,,,,,,,,,,,,,
133,2016,3,7,3450,6,47649.0,,-12283.0,,,,-42024.0,67733.0,73840.0,20384.0,482.0,,,,,,,,91.52,-100.0,-3618.0,-4859.0,,,,,-1966.2,,,,,,,,,,,,,
133,2017,3,7,3450,6,38697.0,,-515.0,,,,-3953.0,63771.0,71760.0,24909.0,468.0,,,,,,,,88.62,-21.0,-3360.0,7907.0,,,,,-182.55,,,,,,,,,,,,,
133,2018,3,7,3450,6,41210.0,,-203.0,,,,-1143.0,62616.0,70351.0,21482.0,464.0,,,,,,,,88.7,-18.0,-1067.0,-2333.0,,,,,-41.56,,,,,,,,,,,,,
133,2019,3,7,3450,6,49062.0,,3451.0,,,,2071.0,64439.0,71933.0,24513.0,456.0,,,14.22,,,,5.84,89.26,-398.0,399.0,3026.0,,,,,189.37,,,,,,,,,,,,,
134,2015,3,3,2050,4,1573270.0,,74467.0,,,,101214.0,492114.0,1735248.0,337166.0,13701.0,,,20.3,,,,8.8,28.2,-30470.0,24078.0,-13975.0,,,,,33.52,,,,,,,,,,,,,
134,2016,3,3,2050,4,1545889.0,,117703.0,,,,37665.0,521277.0,1660821.0,371730.0,13748.0,,,11.3,,,,15.3,31.2,-35171.0,95360.0,-25070.0,,,,,65.85,,,,,,,,,,,,,
134,2017,3,3,2050,4,1487252.0,,144591.0,,,,92788.0,570813.0,1760078.0,534787.0,13977.0,,,10.3,,,,16.7,32.3,-60061.0,218158.0,6296.0,,,,,392.87,,,,,,,,,,,,,
134,2018,3,3,2050,4,1585497.0,,185349.0,,,,148657.0,669019.0,1910597.0,687346.0,14032.0,,,9.6,,,,20.5,34.9,-41682.0,207020.0,-11852.0,,,,,561.36,,,,,,,,,,,,,
134,2019,3,3,2050,4,1650877.0,,157936.0,,,,119290.0,722390.0,1846176.0,437584.0,14433.0,,,10.0,,,,16.2,39.0,-96197.0,-71028.0,-82288.0,,,,,511.9,,,,,,,,,,,,,
135,2017,3,5,3250,4,408357.0,,,,,42781.0,29829.0,,779072.0,105603.0,6492.0,,,23.3,,,,,,8764.0,19143.0,-56129.0,78.82,,,,,,,,,1037.68,,29829.0,412268.0,7.8,52.9,,,
135,2018,3,5,3250,4,466838.0,,,,,84866.0,48402.0,,809684.0,147775.0,6268.0,,,13.3,,,,,,-29610.0,93420.0,-16523.0,134.53,,,,,,,,,1139.5,,48402.0,452723.0,12.4,55.9,,,
135,2019,3,5,3250,4,459267.0,,,,,65046.0,56195.0,,834717.0,137296.0,6140.0,,,22.4,,,,,,-28645.0,48711.0,-35049.0,122.39,,,,,,,,,1253.82,,56195.0,498138.0,10.2,59.7,,,
136,2015,3,10,3800,4,1462118.0,,53759.0,,,,165683.0,1124093.0,1809462.0,212762.0,39451.0,,,27.94,,,,2.67,59.62,-23864.0,85730.0,-50540.0,,,,,41.81,,,41.44,,,,,,,,,,
136,2016,3,10,3800,4,1455916.0,,52651.0,,,,-19805.0,1063241.0,1718636.0,175513.0,39198.0,,,18.84,,,,3.2,59.2,-47166.0,72629.0,-60883.0,,,,,53.09,,,53.06,,,,,,,,,,
136,2017,3,10,3800,4,1410172.0,,36740.0,,,,53334.0,1081286.0,1741904.0,214564.0,38808.0,,,29.43,,,,2.46,59.35,-45222.0,71944.0,14011.0,,,,,81.57,,,81.55,,,,,,,,,,
136,2018,3,10,3800,4,1412251.0,,50971.0,,,,56404.0,1102550.0,1794764.0,244936.0,38627.0,,,24.22,,,,2.63,58.7,-42771.0,48457.0,23074.0,,,,,90.76,,,90.71,,,,,,,,,,
136,2019,3,10,3800,4,1401505.0,,58259.0,,,,-36694.0,1046622.0,1775022.0,133771.0,38051.0,,,-22.39,,,,-3.48,56.12,-32196.0,68971.0,-146909.0,,,,,-118.22,,,,,,,,,,,,,
137,2015,3,11,4050,4,1528164.0,,108173.0,,,,106084.0,918869.0,1862201.0,162793.0,20982.0,,,13.64,,,,9.1,47.7,22892.0,156908.0,-110704.0,,,,,184.31,,,,,,,,,,,,,
137,2016,3,11,4050,4,1322012.0,,134986.0,,,,38256.0,935786.0,1829756.0,209367.0,20844.0,,,10.67,,,,9.4,49.5,-90716.0,281819.0,-144198.0,,,,,202.64,,,,,,,,,,,,,
137,2017,3,11,4050,4,1183846.0,,96276.0,,,,78029.0,991870.0,1886577.0,166912.0,20762.0,,,14.36,,,,6.6,51.0,-50530.0,148801.0,-137527.0,,,,,147.29,,,,,,,,,,,,,
137,2018,3,11,4050,4,1296238.0,,77087.0,,,,60590.0,1028799.0,1897230.0,171061.0,19997.0,,,23.15,,,,3.8,52.7,-51591.0,168731.0,-110456.0,,,,,90.71,,,,,,,,,,,,,
137,2019,3,11,4050,4,1371863.0,,63103.0,,,,27966.0,1035044.0,2029722.0,115769.0,20224.0,,,27.03,,,,3.4,49.5,85262.0,65116.0,-204192.0,,,,,80.8,,,,,,,,,,,,,
138,2015,3,3,3400,4,842848.0,,67890.0,,,,79736.0,347490.0,1040602.0,50645.0,13059.0,,,10.22,,,,16.25,29.08,-52713.0,77000.0,-31377.0,,,,,359.06,,,,,,,,,,,,,
138,2016,3,3,3400,4,835359.0,,60225.0,,,,21971.0,357073.0,1014075.0,50072.0,12574.0,,,8.74,,,,11.73,31.39,-4027.0,75627.0,-71099.0,,,,,296.31,,,,,,,,,,,,,
138,2017,3,3,3400,4,798588.0,,59802.0,,,,51000.0,400034.0,1015415.0,51974.0,13008.0,,,9.69,,,,14.0,35.63,-81855.0,94433.0,-10394.0,,,,,383.91,,,,,,,,,,,,,
138,2018,3,3,3400,4,871113.0,,64366.0,,,,41686.0,432326.0,1020111.0,44976.0,13055.0,,,12.41,,,,10.18,38.75,-65818.0,107683.0,-48460.0,,,,,311.4,,,,,,,,,,,,,
138,2019,3,3,3400,4,916071.0,,64306.0,,,,35026.0,450645.0,1034428.0,50084.0,13083.0,,,10.49,,,,10.73,40.09,-33753.0,97283.0,-58025.0,,,,,351.72,,,,,,,,,,,,,
139,2015,3,9,3650,4,227095.0,,15653.0,,,,23421.0,150856.0,265454.0,41476.0,18262.0,,,18.9,,,,7.8,56.7,-21249.0,24896.0,-20964.0,,,,,,,,,,,,,,,,,,
139,2016,3,9,3650,4,240385.0,,22263.0,,,,3571.0,153381.0,268380.0,39944.0,18810.0,,,8.8,,,,9.7,57.1,-2050.0,38278.0,-35374.0,,,,,,,,,,,,,,,,,,
139,2017,3,9,3650,4,230716.0,,11200.0,,,,3092.0,154150.0,271149.0,36094.0,18753.0,,,30.5,,,,3.5,56.8,-4342.0,29692.0,-28806.0,,,,,,,,,,,,,,,,,,
139,2018,3,9,3650,4,244117.0,,20553.0,,,,18245.0,170118.0,287170.0,43837.0,19011.0,,,13.0,,,,10.1,59.1,953.0,33944.0,-26918.0,,,,,,,,,,,,,,,,,,
139,2019,3,9,3650,4,274349.0,,34351.0,,,,21084.0,205953.0,328861.0,51654.0,21300.0,,,11.5,,,,12.6,62.5,-1603.0,42967.0,-33581.0,,,,,,,,,,,,,,,,,,
140,2015,3,4,3200,4,641759.0,,23228.0,,,,26092.0,289610.0,711546.0,36964.0,10702.0,,,13.57,,,,5.8,37.0,-13911.0,62194.0,-42441.0,,,,,138.48,,,138.12,,,,,,,,,,
140,2016,3,4,3200,4,641750.0,,39620.0,,,,5445.0,289622.0,679783.0,41188.0,10764.0,,,11.02,,,,7.2,39.2,-31000.0,68628.0,-33726.0,,,,,180.63,,,180.1,,,,,,,,,,
140,2017,3,4,3200,4,616563.0,,33348.0,,,,26377.0,310401.0,709379.0,35806.0,10928.0,,,10.98,,,,8.7,40.4,-17686.0,53418.0,-40829.0,,,,,228.5,,,227.78,,,,,,,,,,
140,2018,3,4,3200,4,695574.0,,50728.0,,,,39218.0,336861.0,742445.0,48529.0,10799.0,,,10.29,,,,10.5,42.5,-28559.0,73386.0,-33978.0,,,,,301.65,,,300.63,,,,,,,,,,
140,2019,3,4,3200,4,730157.0,,47853.0,,,,32031.0,354552.0,740286.0,32295.0,11010.0,,,7.28,,,,10.1,44.5,-24034.0,50462.0,-42663.0,,,,,312.36,,,311.36,,,,,,,,,,
141,2015,3,1,3050,4,219490.0,,11827.0,,,,13806.0,158404.0,264438.0,42749.0,3697.0,,,30.7,,,,4.5,49.9,6819.0,9545.0,-10253.0,,,,,28.36,,,,,,,,,,,,,
141,2016,3,1,3050,4,225364.0,,12840.0,,,,2111.0,156148.0,253253.0,32536.0,3780.0,,,26.4,,,,5.4,51.5,-9482.0,10373.0,-10864.0,,,,,35.06,,,,,,,,,,,,,
141,2017,3,1,3050,4,234193.0,,14344.0,,,,7784.0,165920.0,274368.0,58765.0,4407.0,,,28.5,,,,6.4,49.2,-2828.0,12826.0,16200.0,,,,,42.15,,,,,,,,,,,,,
141,2018,3,1,3050,4,268142.0,,16084.0,,,,15706.0,176217.0,284281.0,49341.0,4349.0,,,21.5,,,,7.9,51.0,-5570.0,16265.0,-19916.0,,,,,54.97,,,,,,,,,,,,,
141,2019,3,1,3050,4,277443.0,,18359.0,,,,7249.0,179795.0,287106.0,48580.0,4493.0,,,25.1,,,,7.1,51.6,-4243.0,13508.0,-9213.0,,,,,52.15,,,,,,,,,,,,,
142,2015,3,4,3200,2,2463387.0,,,,,188966.0,232615.0,2418177.0,3501950.0,726888.0,79235.0,,,18.6,62.7,,,,,-45593.0,267778.0,-124555.0,,230.14,,229.44,,,4552.91,,,,,232615.0,,,,,,
142,2016,3,4,3200,2,2460383.0,,,,,182242.0,-1840.0,2231997.0,3311970.0,600897.0,78150.0,,,17.8,60.8,,,,,-171665.0,223479.0,-157320.0,,250.03,,249.2,,,4472.45,,,,,-1840.0,,,,,,
142,2017,3,4,3200,2,2322163.0,,,,,194775.0,107566.0,2268058.0,3533189.0,875958.0,78501.0,,,14.7,57.8,,,,,111290.0,288619.0,-116439.0,,296.27,,295.22,,,4668.26,,,,,107566.0,,,,,,
142,2018,3,4,3200,2,2433365.0,,,,,197807.0,107631.0,2298706.0,3492940.0,768246.0,77739.0,,,13.2,59.5,,,,,-258961.0,261152.0,-111786.0,,322.62,,321.55,,,4832.62,,,,,107631.0,,,,,,
