id,年,月,17業種コード,33業種コード,規模コード,売上高,収益,経常利益,営業利益,当期純利益,税引前利益,包括利益,純資産額,総資産額,現金及び現金同等物の期末残高,従業員数,最低株価,最高株価,株主総利回り,株主資本比率,株価収益率,発行済株式総数,自己資本利益率,自己資本比率,財務活動によるキャッシュ・フロー,営業活動によるキャッシュ・フロー,投資活動によるキャッシュ・フロー,基本的1株当たり当期利益,基本的1株当たり親会社の所有者に帰属する当期利益,希薄化後１株当たり当期利益,希薄化後１株当たり当社株主に帰属する当期純利益,１株当たり当期純利益,１株当たり当社株主に帰属する当期純利益,１株当たり株主資本,１株当たり潜在株式調整後当期純利益金額,１株当たり純資産額,１株当たり親会社所有者帰属持分,１株当たり配当額親会社の所有者に帰属する当期利益,親会社の所有者に帰属する当期包括利益,親会社の所有者に帰属する持分,親会社所有者帰属持分当期利益率,親会社所有者帰属持分比率,親会社株主に帰属する当期純利益,資本金,配当性向
168,2018,3,9,3650,4,512047.0,,19700.0,,,,37441.0,290434.0,651958.0,36478.0,23104.0,,,8.9,,,,10.6,41.2,-34784.0,32414.0,-1797.0,,,,,160.59,,,160.44,,,,,,,,,,
168,2019,12,9,3650,4,509660.0,,11703.0,,,,-1888.0,252535.0,617527.0,37268.0,22889.0,,,,,,,-2.7,38.6,-10065.0,26249.0,-21759.0,,,,,-39.45,,,,,,,,,,,,,
169,2015,3,4,3200,4,171206.0,,26391.0,,,,24094.0,151263.0,223854.0,31343.0,2325.0,,,21.84,,,,12.7,66.9,-12127.0,20452.0,-8076.0,,,,,113.99,,,,949.71,,,,,,,,,
169,2016,3,4,3200,4,176894.0,,29531.0,,,,21508.0,156924.0,228169.0,35335.0,2371.0,,,20.23,,,,14.6,68.1,-17317.0,29989.0,-8416.0,,,,,143.37,,,,1006.56,,,,,,,,,
169,2017,3,4,3200,4,180289.0,,31713.0,,,,23771.0,163707.0,231748.0,35701.0,2402.0,,,20.64,,,,15.1,69.9,-19042.0,32491.0,-13152.0,,,,,156.97,,,,1067.76,,,,,,,,,
169,2018,3,4,3200,4,193389.0,,36235.0,,,,30763.0,176364.0,246040.0,37702.0,2511.0,,,24.51,,,,16.1,71.0,-20268.0,37691.0,-15244.0,,,,,180.3,,,,1168.07,,,,,,,,,
169,2019,3,4,3200,4,204896.0,,39098.0,,,,26203.0,182074.0,246990.0,36183.0,2583.0,,,25.65,,,,16.6,73.0,-22563.0,32070.0,-10884.0,,,,,197.67,,,,1220.35,,,,,,,,,
170,2015,3,6,3700,2,11375207.0,,694232.0,,,,719903.0,5247262.0,17045659.0,802612.0,149388.0,,,11.21,,,,10.0,28.4,245896.0,692747.0,-1022025.0,,,,,109.15,,,109.14,,,,,,,,,,
170,2016,3,6,3700,2,12189519.0,,862272.0,,,,75107.0,5140745.0,17373643.0,992095.0,152421.0,,,8.33,,,,11.0,27.2,530606.0,927013.0,-1229280.0,,,,,125.0,,,124.99,,,,,,,,,,
170,2017,3,6,3700,2,11720041.0,,864733.0,,,,615950.0,5167136.0,18421008.0,1241124.0,137250.0,,,6.47,,,,13.8,26.4,320610.0,1335473.0,-1377626.0,,,,,165.94,,,165.94,,,,,,,,,,
170,2018,3,6,3700,2,11951169.0,,750302.0,,,,740338.0,5701710.0,18739935.0,1206000.0,138910.0,,,5.78,,,,14.6,28.8,36810.0,1071250.0,-1147719.0,,,,,190.96,,,190.96,,,,,,,,,,
170,2019,3,6,3700,2,11574247.0,,546498.0,,,,195999.0,5623510.0,18952345.0,1359058.0,138893.0,,,11.13,,,,6.0,28.0,-127140.0,1450888.0,-1133547.0,,,,,81.59,,,81.59,,,,,,,,,,
171,2015,3,8,3600,4,815792.0,,,,,58953.0,45782.0,,1064673.0,51433.0,21126.0,,,17.17,,,,,,-96294.0,106229.0,-17976.0,,122.44,,122.42,,,,,,2028.57,,45782.0,431227.0,6.3,40.5,26023.0,,
171,2016,3,8,3600,4,758331.0,,,,,24517.0,-22394.0,,926628.0,79110.0,21193.0,,,43.18,,,,,,-98163.0,114874.0,18255.0,,41.41,,41.41,,,,,,1861.93,,-22394.0,395963.0,2.1,42.7,8804.0,,
171,2017,3,8,3600,4,753947.0,,,,,23859.0,7876.0,,1012208.0,65455.0,23858.0,,,73.57,,,,,,-25817.0,87961.0,-74610.0,,37.72,,37.72,,,,,,1879.14,,7876.0,399619.0,2.0,39.5,8022.0,,
171,2018,3,8,3600,4,959153.0,,,,,95612.0,58437.0,,1089796.0,81929.0,23925.0,,,14.55,,,,,,-30483.0,84528.0,-37562.0,,282.16,,282.16,,,,,,2109.04,,58437.0,448502.0,14.1,41.2,60004.0,,
171,2019,3,8,3600,4,1033703.0,,,,,102702.0,57445.0,,1185256.0,67347.0,24591.0,,,9.11,,,,,,43928.0,-25693.0,-30339.0,,322.31,,322.31,,,,,,2287.31,,57445.0,486407.0,14.7,41.0,68542.0,,
172,2015,3,8,3600,6,359332.0,,7568.0,,,,6862.0,117530.0,408803.0,60769.0,9581.0,,,20.3,,,,4.9,26.6,12178.0,9085.0,-14680.0,,,,,30.52,,,,,,,,,,,,,
172,2016,3,8,3600,6,387043.0,,12272.0,,,,6107.0,120666.0,401648.0,49671.0,9825.0,,,15.3,,,,5.2,28.4,-15948.0,8147.0,-3666.0,,,,,34.96,,,,,,,,,,,,,
172,2017,3,8,3600,6,399331.0,,11225.0,,,,6952.0,117810.0,393587.0,50848.0,10131.0,,,18.2,,,,5.1,29.4,-8417.0,17304.0,-6998.0,,,,,34.79,,,,,,,,,,,,,
172,2018,3,8,3600,6,376437.0,,3365.0,,,,3193.0,119014.0,391860.0,32743.0,10377.0,,,42.3,,,,1.9,29.8,-4018.0,-3373.0,-10725.0,,,,,12.88,,,,,,,,,,,,,
172,2019,3,8,3600,6,378140.0,,6720.0,,,,4898.0,120410.0,429040.0,34394.0,10580.0,,,10.5,,,,4.6,27.8,14982.0,-5428.0,-7574.0,,,,,32.31,,,,,,,,,,,,,
173,2015,3,6,3700,4,1685298.0,,104600.0,,,,108642.0,465370.0,1124196.0,35558.0,29864.0,,,13.2,,,,19.7,37.3,-26168.0,77756.0,-75011.0,,,,,,,,,,,,,,,,,,
173,2016,3,6,3700,4,1745540.0,,95892.0,,,,29498.0,473891.0,1119888.0,33949.0,31020.0,,,10.7,,,,15.4,38.3,-22120.0,111366.0,-87685.0,,,,,,,,,,,,,,,,,,
173,2017,3,6,3700,4,1683720.0,,72042.0,,,,57152.0,512913.0,1192385.0,31123.0,32111.0,,,15.6,,,,11.0,39.0,17461.0,75758.0,-92583.0,,,,,,,,,,,,,,,,,,
173,2018,3,6,3700,4,1837982.0,,80422.0,,,,60764.0,552848.0,1286081.0,44577.0,32719.0,,,15.3,,,,10.6,39.1,-9448.0,86473.0,-62781.0,,,,,,,,,,,,,,,,,,
173,2019,3,6,3700,4,1981331.0,,83903.0,,,,63273.0,596459.0,1345821.0,40681.0,34069.0,,,9.7,,,,10.5,40.3,20902.0,48653.0,-72284.0,,,,,,,,,,,,,,,,,,
174,2015,3,4,3200,2,1986405.0,,166543.0,,,,214484.0,1097722.0,2014531.0,112297.0,30313.0,,,15.19,,,,10.6,53.7,-74016.0,137597.0,-100470.0,,,,,,,,,,,,,,,,,,
174,2016,3,4,3200,2,1940914.0,,161370.0,,,,-11925.0,1057399.0,2211729.0,145307.0,32821.0,,,11.58,,,,8.6,47.1,101365.0,216218.0,-285287.0,,,,,,,,,,,,,,,,,,
174,2017,3,4,3200,2,1882991.0,,160633.0,,,,138979.0,1168115.0,2254500.0,144077.0,33720.0,,,13.12,,,,10.5,51.1,-73959.0,168965.0,-89920.0,,,,,,,,,,,,,,,,,,
174,2018,3,4,3200,2,2042216.0,,212544.0,,,,177717.0,1305214.0,2307154.0,148596.0,34670.0,,,11.47,,,,14.0,55.8,-134412.0,249891.0,-110294.0,,,,,,,,,,,,,,,,,,
174,2019,3,4,3200,2,2170403.0,,219976.0,,,,148696.0,1402710.0,2575203.0,180520.0,39283.0,,,10.81,,,,11.1,53.6,17388.0,212062.0,-198917.0,,,,,,,,,,,,,,,,,,
175,2015,3,1,3050,4,1161152.0,,53582.0,,,,56757.0,380302.0,877367.0,21912.0,16559.0,,,34.9,,,,8.9,42.2,6846.0,86487.0,-92822.0,,,,,209.79,,,,2515.26,,,,,,,,,
175,2016,3,1,3050,4,1223746.0,,81826.0,,,,47750.0,419152.0,856115.0,31516.0,16456.0,,,21.3,,,,16.1,47.8,-85071.0,105155.0,-9809.0,,,,,425.06,,,,2777.28,,,,,,,,,
175,2017,3,1,3050,4,1242480.0,,88839.0,,,,61766.0,457190.0,883895.0,22624.0,16726.0,,,22.4,,,,14.2,50.8,-46548.0,81888.0,-44291.0,,,,,413.11,,,,3064.91,,,,,,,,,
175,2018,3,1,3050,4,1240860.0,,95877.0,,,,70800.0,495177.0,925237.0,26913.0,16296.0,,,19.2,,,,13.1,52.7,-40121.0,108775.0,-64394.0,,,,,422.15,,,,3360.7,,,,,,,,,
175,2019,3,1,3050,4,1254380.0,,99709.0,,,,61512.0,560630.0,1004143.0,24481.0,17608.0,,,21.1,,,,12.2,52.5,-13980.0,112100.0,-100202.0,,,,,426.61,,,,3635.79,,,,,,,,,
176,2015,12,4,3200,4,775732.0,,32050.0,,,,-10945.0,308142.0,940494.0,54597.0,10561.0,,,221.9,,,,0.3,31.5,-21336.0,61170.0,-42497.0,,,,,,,,,,,,,,,,,,
176,2016,12,4,3200,4,671159.0,,38690.0,,,,6160.0,311231.0,932698.0,56186.0,10146.0,,,19.4,,,,4.1,31.8,-13220.0,68949.0,-53754.0,,,,,,,,,,,,,,,,,,
176,2017,12,4,3200,4,780387.0,,63851.0,,,,63165.0,368994.0,1026999.0,76833.0,10864.0,,,20.5,,,,11.5,34.3,-18370.0,67235.0,-29866.0,,,,,,,,,,,,,,,,,,
176,2018,12,4,3200,4,992136.0,,178804.0,,,,92055.0,465340.0,1074983.0,112835.0,10476.0,,,4.3,,,,27.9,41.5,-61061.0,149785.0,-49338.0,,,,,,,,,,,,,,,,,,
176,2019,12,4,3200,4,906454.0,,119293.0,,,,77308.0,519433.0,1076381.0,121734.0,10813.0,,,5.8,,,,15.5,46.4,-18546.0,78554.0,-48156.0,,,,,,,,,,,,,,,,,,
177,2015,3,6,3700,1,13328099.0,,,670603.0,,806237.0,931709.0,,18425837.0,1471730.0,204730.0,,,13.8,,,,,,12488.0,1020404.0,-840496.0,,282.66,,282.66,,,,,,3944.23,,931709.0,7108627.0,7.6,38.6,,,
177,2016,3,6,3700,1,14601151.0,,,503376.0,,635450.0,-188580.0,,18229294.0,1757456.0,208399.0,,,16.1,,,,,,-95299.0,1390995.0,-875077.0,,191.16,,191.16,,,,,,3751.59,,-188580.0,6761433.0,5.0,37.1,,,
177,2017,3,6,3700,1,13999200.0,,,840711.0,,1006986.0,696079.0,,18958123.0,2105976.0,211915.0,,,9.8,,,,,,115423.0,885073.0,-650618.0,,342.1,,342.1,,,,,,4047.81,,696079.0,7295296.0,8.8,38.5,,,
177,2018,3,6,3700,1,15361146.0,,,833558.0,,1114973.0,899545.0,,19349164.0,2256488.0,215638.0,,,6.2,,,,,,-174334.0,987671.0,-615113.0,,590.79,,590.79,,,,,,4461.36,,899545.0,7933538.0,13.9,41.0,,,
177,2019,3,6,3700,1,15888617.0,,,726370.0,,979375.0,637609.0,,20419122.0,2494121.0,219722.0,,,8.7,,,,,,22924.0,775988.0,-577555.0,,345.99,,345.99,,,,,,4698.74,,637609.0,8267720.0,7.5,40.5,,,
178,2015,3,4,3200,4,809683.0,,60197.0,,,,76432.0,320783.0,760227.0,55740.0,11594.0,,,5.8,,,,24.5,38.0,-20718.0,54106.0,-34114.0,,,,,207.94,,,207.54,,,,,,,,,,
178,2016,3,4,3200,4,753736.0,,65814.0,,,,31765.0,373724.0,733138.0,74869.0,12037.0,,,7.6,,,,12.6,46.4,-50826.0,99884.0,-27916.0,,,,,125.22,,,125.02,,,,,,,,,,
178,2017,3,4,3200,4,743028.0,,113094.0,,,,84263.0,448335.0,778746.0,85460.0,12292.0,,,8.4,,,,20.1,53.1,-68829.0,115715.0,-34723.0,,,,,233.12,,,232.82,,,,,,,,,,
178,2018,3,4,3200,4,822857.0,,132256.0,,,,98729.0,528066.0,845748.0,106178.0,12595.0,,,7.6,,,,19.6,58.0,-51744.0,115429.0,-43129.0,,,,,273.49,,,273.2,,,,,,,,,,
178,2019,3,4,3200,4,861456.0,,113027.0,,,,71823.0,579501.0,878194.0,92094.0,12955.0,,,7.2,,,,15.1,61.6,-26962.0,77511.0,-63310.0,,,,,240.62,,,240.38,,,,,,,,,,
179,2015,3,4,3100,2,2010734.0,,128572.0,,,,191127.0,1080757.0,2357925.0,112489.0,45789.0,,,22.7,,,,7.7,41.8,-9998.0,141282.0,-140662.0,,,,,44.33,,,44.28,,,,,,,,,,
179,2016,3,4,3100,2,2104430.0,,150170.0,,,,12890.0,1024909.0,2278386.0,109778.0,45839.0,,,17.0,,,,9.3,41.5,-77605.0,196142.0,-154414.0,,,,,56.38,,,56.31,,,,,,,,,,
179,2017,3,4,3100,2,2026470.0,,143736.0,,,,101958.0,1100176.0,2396785.0,131405.0,46248.0,,,15.9,,,,10.1,42.6,-18018.0,173958.0,-135242.0,,,,,62.17,,,62.1,,,,,,,,,,
179,2018,3,4,3100,2,2204858.0,,152305.0,,,,105328.0,1169188.0,2575910.0,134315.0,45762.0,,,16.8,,,,9.1,42.3,61773.0,129180.0,-186685.0,,,,,59.97,,,59.9,,,,,,,,,,
179,2019,3,4,3100,2,2388848.0,,134518.0,,,,72576.0,1213944.0,2788351.0,173078.0,48320.0,,,14.2,,,,7.1,40.6,118891.0,176239.0,-260247.0,,,,,49.61,,,49.56,,,,,,,,,,
180,2015,3,9,3650,2,613124.0,,92949.0,,,,80295.0,641162.0,876153.0,317632.0,10844.0,,,20.9,,,,11.8,73.0,-18213.0,71806.0,155737.0,,,,,401.08,,,400.15,3567.23,,,,,,,,,
180,2016,3,9,3650,2,663948.0,,119399.0,,,,60984.0,564239.0,793367.0,95638.0,10629.0,,,15.91,,,,13.0,70.9,-138600.0,69398.0,-150013.0,,,,,461.1,,,460.0,3428.37,,,,,,,,,
180,2017,3,9,3650,2,799719.0,,157549.0,,,,119998.0,645999.0,957447.0,164366.0,11241.0,,,17.31,,,,19.1,67.2,-39380.0,136948.0,-28893.0,,,,,702.26,,,700.35,3919.5,,,,,,,,,
180,2018,3,9,3650,2,1130728.0,,280737.0,,,,206152.0,771509.0,1202796.0,257877.0,11946.0,,,16.07,,,,29.0,63.8,-82549.0,186582.0,-11833.0,,,,,1245.48,,,1241.22,4674.49,,,,,,,,,
180,2019,3,9,3650,2,1278240.0,,321662.0,,,,242696.0,888117.0,1257627.0,232634.0,12742.0,,,10.57,,,,30.1,70.0,-129761.0,189572.0,-84033.0,,,,,1513.58,,,1507.22,5371.78,,,,,,,,,
181,2015,3,11,4050,2,2292548.0,,168169.0,,,,125826.0,1087262.0,2257662.0,128333.0,16835.0,,,19.3,,,,9.2,47.4,-67741.0,223225.0,-184838.0,,,,,39.15,,,,,,,,,,,,,
181,2016,3,11,4050,2,1884656.0,,188809.0,,,,89874.0,1115172.0,2251518.0,170102.0,16998.0,,,11.2,,,,10.3,48.9,-75418.0,354658.0,-236406.0,,,,,46.68,,,,,,,,,,,,,
181,2017,3,11,4050,2,1587085.0,,55688.0,,,,70835.0,1112807.0,2230269.0,132566.0,16823.0,,,22.0,,,,4.8,49.4,-70899.0,238734.0,-204873.0,,,,,115.09,,,,,,,,,,,,,
181,2018,3,11,4050,2,1777344.0,,111546.0,,,,67198.0,1148433.0,2334316.0,128271.0,17138.0,,,17.2,,,,6.7,48.7,-16651.0,259738.0,-247162.0,,,,,164.12,,,,,,,,,,,,,
181,2019,3,11,4050,2,1962308.0,,89386.0,,,,68118.0,1171345.0,2428149.0,93032.0,16708.0,,,16.0,,,,7.4,47.7,27628.0,141306.0,-203462.0,,,,,187.6,,,,,,,,,,,,,
182,2015,12,17,8050,4,,260012.0,24796.0,,,,20706.0,312530.0,1297112.0,47217.0,3403.0,,,17.4,,,,5.6,23.2,-40177.0,21762.0,-21250.0,,,,,75.91,,,,,,,,,,,,,
182,2016,12,17,8050,4,,254498.0,30635.0,,,,22126.0,325593.0,1314558.0,42053.0,3566.0,,,17.2,,,,6.4,24.2,9005.0,38783.0,-53024.0,,,,,91.0,,,,,,,,,,,,,
182,2017,12,17,8050,4,,266983.0,39416.0,,,,34346.0,353419.0,1441050.0,41227.0,4813.0,,,14.6,,,,6.8,23.9,77998.0,-14196.0,-64508.0,,,,,104.17,,,,,,,,,,,,,
182,2018,12,17,8050,4,,273302.0,42036.0,,,,10907.0,356578.0,1450091.0,31702.0,5010.0,,,9.1,,,,7.9,24.0,34438.0,19748.0,-63577.0,,,,,125.79,,,,,,,,,,,,,
182,2019,12,17,8050,4,,323036.0,44611.0,,,,46402.0,384211.0,1564049.0,39497.0,5396.0,,,12.1,,,,8.2,24.0,48000.0,24096.0,-64082.0,,,,,141.59,,,,,,,,,,,,,
183,2015,3,12,5050,4,,1067094.0,66619.0,,,,64847.0,579596.0,2002532.0,40705.0,21499.0,,,22.6,,,,7.7,27.5,-103064.0,163965.0,-75235.0,,,,,,,,,,,,,,,,,,
183,2016,3,12,5050,4,,1091455.0,70038.0,,,,50635.0,623297.0,2092546.0,42909.0,22331.0,,,21.0,,,,9.8,27.6,-5296.0,129616.0,-121606.0,,,,,,,,,,,,,,,,,,
183,2017,3,12,5050,4,,1117351.0,76449.0,,,,73673.0,678382.0,2148605.0,39823.0,22780.0,,,14.3,,,,11.2,29.2,3078.0,126356.0,-132310.0,,,,,,,,,,,,,,,,,,
183,2018,3,12,5050,4,,1138612.0,83746.0,,,,78591.0,754153.0,2266997.0,38322.0,22985.0,,,14.4,,,,10.5,31.0,-7892.0,152558.0,-145378.0,,,,,,,,,,,,,,,,,,
183,2019,3,12,5050,4,,1157440.0,81907.0,,,,53616.0,796164.0,2412876.0,33302.0,23637.0,,,20.3,,,,8.0,30.9,82115.0,138435.0,-225098.0,,,,,,,,,,,,,,,,,,
184,2015,3,16,7150,1,,4327982.0,358182.0,,,,997024.0,3609655.0,20889670.0,1430514.0,33829.0,,,14.01,,,,7.87,17.13,-440243.0,684693.0,249155.0,,,,,323.97,,,323.66,,,,,,,,,,
184,2016,3,16,7150,1,,4579076.0,385825.0,,,,-14543.0,3512656.0,21855328.0,1284459.0,36902.0,,,11.27,,,,7.21,15.94,-115933.0,874241.0,-895437.0,,,,,337.27,,,336.92,,,,,,,,,,
184,2017,3,16,7150,1,,5232602.0,387659.0,,,,169603.0,3569760.0,22607603.0,1108907.0,38842.0,,,12.92,,,,7.79,15.67,365396.0,941621.0,-1455621.0,,,,,363.52,,,363.19,,,,,,,,,,
184,2018,3,16,7150,1,,5399115.0,344939.0,,,,500528.0,3835536.0,22929935.0,1028747.0,39191.0,,,12.37,,,,7.74,16.59,-631662.0,916025.0,-359669.0,,,,,382.83,,,382.47,,,,,,,,,,
184,2019,3,16,7150,1,,5476720.0,416330.0,,,,42871.0,3603741.0,22531402.0,1023342.0,40848.0,,,14.0,,,,7.44,15.86,-379067.0,945437.0,-566757.0,,,,,383.01,,,382.69,,,,,,,,,,
185,2015,3,11,4050,4,6802464.0,,208015.0,,,,530145.0,2102180.0,14212677.0,1292477.0,43330.0,,,1.61,,,,24.9,14.6,-626023.0,872930.0,-523935.0,,,,,281.8,,,91.49,,,,,,,,,,
185,2016,3,11,4050,4,6069928.0,,325938.0,,,,121494.0,2218139.0,13659769.0,1339910.0,42855.0,,,7.05,,,,6.6,16.1,-394300.0,1077508.0,-620900.0,,,,,87.86,,,28.52,,,,,,,,,,
185,2017,3,11,4050,4,5357734.0,,227624.0,,,,145398.0,2348679.0,12277600.0,940243.0,42060.0,,,5.26,,,,5.9,19.1,-603955.0,783038.0,-478471.0,,,,,82.89,,,26.79,,,,,,,,,,
185,2018,3,11,4050,4,5850939.0,,254860.0,,,,331597.0,2657265.0,12591823.0,1184384.0,41525.0,,,2.07,,,,12.7,21.1,12538.0,752183.0,-520593.0,,,,,198.52,,,64.32,,,,,,,,,,
185,2019,3,11,4050,4,6338490.0,,276542.0,,,,225212.0,2903699.0,12757467.0,999362.0,41086.0,,,4.83,,,,8.4,22.6,-117698.0,503709.0,-570837.0,,,,,145.06,,,46.96,,,,,,,,,,
186,2015,2,10,5250,4,,,34149.0,206900.0,,,25985.0,281621.0,375709.0,63368.0,3034.0,,,23.9,,,,8.6,72.5,-4206.0,38862.0,-13651.0,,,,,121.59,,,,,,,,,,,,,
186,2016,2,10,5250,4,,,42471.0,229432.0,,,21922.0,294433.0,392143.0,77392.0,3032.0,,,19.7,,,,9.3,72.6,-9418.0,46180.0,-22717.0,,,,,140.22,,,,,,,,,,,,,
186,2017,2,10,5250,4,,,51562.0,233548.0,,,39931.0,320442.0,417526.0,87990.0,3074.0,,,17.4,,,,11.2,74.4,-14216.0,41803.0,-17219.0,,,,,182.72,,,,,,,,,,,,,
186,2018,2,10,5250,4,,,48645.0,242668.0,,,41249.0,349932.0,445785.0,62470.0,3207.0,,,18.7,,,,10.3,76.1,-11938.0,43427.0,-57068.0,,,,,185.95,,,,,,,,,,,,,
186,2019,2,10,5250,4,,,46568.0,246274.0,,,26236.0,365903.0,460622.0,78496.0,3179.0,,,23.7,,,,8.7,77.0,-10319.0,37603.0,-11349.0,,,,,167.92,,,,,,,,,,,,,
187,2015,3,17,8050,4,,773149.0,51675.0,,,,37420.0,398282.0,1973801.0,93949.0,18243.0,,,19.8,,,,6.6,20.0,139186.0,-38488.0,-100263.0,,,,,41.45,,,,,,,,,,,,,
187,2016,3,17,8050,4,,815479.0,56379.0,,,,30081.0,422381.0,1984382.0,39864.0,19230.0,,,16.2,,,,7.1,21.1,-30518.0,87922.0,-112372.0,,,,,47.18,,,,,,,,,,,,,
187,2017,3,17,8050,4,,808503.0,63631.0,,,,31833.0,446307.0,2067152.0,61865.0,20421.0,,,11.7,,,,7.3,21.4,23042.0,68925.0,-70988.0,,,,,51.77,,,,,,,,,,,,,
187,2018,3,17,8050,4,,866126.0,68691.0,,,,34337.0,475345.0,2173225.0,61729.0,21091.0,,,13.4,,,,7.7,21.5,82400.0,12265.0,-96423.0,,,,,57.8,,,,,,,,,,,,,
187,2019,3,17,8050,4,,901884.0,70744.0,,,,35379.0,568698.0,2405249.0,184800.0,21976.0,,,11.6,,,,7.3,23.3,139093.0,44522.0,-60389.0,,,,,56.84,,,,,,,,,,,,,
188,2015,3,12,5050,1,,2756165.0,361977.0,,,,229292.0,2304976.0,7605690.0,245170.0,73329.0,,,21.0,,,,8.1,30.1,-86636.0,622762.0,-476844.0,,,,,458.95,,,,,,,,,,,,,
188,2016,3,12,5050,1,,2867199.0,428902.0,,,,217419.0,2462537.0,7789762.0,307809.0,73053.0,,,15.5,,,,10.4,31.4,-110265.0,673109.0,-499575.0,,,,,625.82,,,,,,,,,,,,,
188,2017,3,12,5050,1,,2880802.0,412311.0,,,,293470.0,2675353.0,7911114.0,287125.0,73063.0,,,13.6,,,,10.9,33.5,-116280.0,652906.0,-557538.0,,,,,713.96,,,,,,,,,,,,,
188,2018,3,12,5050,1,,2950156.0,439969.0,,,,300647.0,2884552.0,8147676.0,314934.0,73193.0,,,13.2,,,,10.5,35.1,-135100.0,704194.0,-541857.0,,,,,749.2,,,,,,,,,,,,,
188,2019,3,12,5050,1,,3002043.0,443267.0,,,,295928.0,3094378.0,8359676.0,263739.0,72402.0,,,13.8,,,,10.0,36.7,-120693.0,663801.0,-594425.0,,,,,773.26,,,,,,,,,,,,,
189,2015,3,12,5050,4,,583268.0,46138.0,,,,56330.0,394826.0,1596725.0,30051.0,19559.0,,,19.86,,,,8.71,23.55,46830.0,94825.0,-142903.0,,,,,28.7,,,28.62,,,,,,,,,,
189,2016,3,12,5050,4,,574334.0,56006.0,,,,21473.0,411282.0,1592475.0,32477.0,19770.0,,,21.96,,,,7.11,24.56,-12102.0,78114.0,-63593.0,,,,,25.54,,,25.47,,,,,,,,,,
189,2017,3,12,5050,4,,568887.0,62128.0,,,,38387.0,442772.0,1597733.0,34118.0,19514.0,,,16.71,,,,8.89,26.4,-29907.0,87470.0,-55881.0,,,,,168.79,,,,,,,,,,,,,
189,2018,3,12,5050,4,,569519.0,62286.0,,,,43120.0,460582.0,1618274.0,25011.0,19171.0,,,18.98,,,,8.29,27.62,-34111.0,91967.0,-66951.0,,,,,168.87,,,,,,,,,,,,,
189,2019,3,12,5050,4,,617543.0,62972.0,,,,23587.0,469276.0,1643190.0,28479.0,20347.0,,,24.09,,,,6.17,28.08,-8598.0,88191.0,-76094.0,,,,,132.65,,,,,,,,,,,,,
190,2015,3,4,3100,4,351279.0,,16257.0,,,,18182.0,161087.0,465809.0,20389.0,10101.0,,,17.72,,,,5.4,33.9,797.0,20107.0,-20089.0,,,,,9.14,,,,,,,,,,,,,
190,2016,3,4,3100,4,347763.0,,20393.0,,,,2147.0,160101.0,444587.0,20101.0,9956.0,,,14.78,,,,6.4,35.3,-21384.0,32337.0,-10636.0,,,,,11.43,,,,,,,,,,,,,
190,2017,3,4,3100,4,329487.0,,20650.0,,,,13519.0,170910.0,450790.0,32179.0,9215.0,,,18.14,,,,5.8,37.2,-324.0,26872.0,-14132.0,,,,,106.38,,,,,,,,,,,,,
190,2018,3,4,3100,4,331148.0,,20415.0,,,,15611.0,184515.0,445495.0,25857.0,9494.0,,,14.29,,,,7.5,40.5,-27831.0,22353.0,-1174.0,,,,,146.93,,,,,,,,,,,,,
190,2019,3,4,3100,4,336698.0,,17788.0,,,,-467.0,181226.0,461047.0,22167.0,9572.0,,,,,,,-0.3,38.3,12608.0,7838.0,-24286.0,,,,,-6.8,,,,,,,,,,,,,
191,2015,3,3,3550,4,784362.0,,23972.0,,,,42300.0,708655.0,1131013.0,145282.0,18446.0,,,97.46,,,,0.59,56.6,19179.0,49486.0,-53652.0,,,,,18.08,,,,,,,,,,,,,
191,2016,3,3,3550,4,802048.0,,26770.0,,,,-3705.0,702204.0,1148351.0,166026.0,18884.0,,,42.19,,,,1.59,55.2,9522.0,58893.0,-45666.0,,,,,49.96,,,,,,,,,,,,,
191,2017,3,3,3550,4,779469.0,,36098.0,,,,28959.0,725838.0,1140003.0,168744.0,18490.0,,,30.1,,,,1.89,57.6,-29545.0,79941.0,-47600.0,,,,,60.06,,,,,,,,,,,,,
191,2018,3,3,3550,4,785278.0,,29244.0,,,,-1293.0,720207.0,1113994.0,149534.0,18419.0,,,,,,,-3.79,58.2,-25270.0,59251.0,-53824.0,,,,,-121.96,,,,,,,,,,,,,
191,2019,3,3,3550,4,793119.0,,27784.0,,,,-8413.0,649812.0,1068781.0,137641.0,18938.0,,,22.0,,,,3.18,58.6,-36498.0,55230.0,-30537.0,,,,,103.05,,,,,,,,,,,,,
192,2015,12,3,3400,4,104864.0,,4317.0,,,,-5742.0,124971.0,184074.0,22919.0,2092.0,,,29.3,,,,2.0,66.8,-14926.0,20613.0,3189.0,,,,,,,,,,,,,,,,,,
192,2016,12,3,3400,4,88580.0,,1702.0,,,,-10647.0,112989.0,158824.0,28521.0,1980.0,,,-10.2,,,,-6.8,69.9,-7613.0,17505.0,-3622.0,,,,,,,,,,,,,,,,,,
192,2017,12,3,3400,4,106252.0,,12855.0,,,,17616.0,127130.0,184730.0,22145.0,2142.0,,,24.1,,,,10.4,68.4,-4534.0,10543.0,-14039.0,,,,,,,,,,,,,,,,,,
192,2018,12,3,3400,4,231302.0,,72991.0,,,,65354.0,207833.0,329868.0,41124.0,2944.0,,,3.6,,,,46.8,56.7,29677.0,44109.0,-53849.0,,,,,,,,,,,,,,,,,,
